Year,MSHA ID,Mine Name,Mine State,Mine County,Mine Status,Mine Type,Company Type,Operation Type,Operating Company,Operating Company Address,Union Code,Coal Supply Region,Production (short tons),Average Employees,Labor Hours
2023,4604315,Elk Lick Tipple,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Preparation Plant,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,0,0,"1,106"
2023,4604315,Elk Lick Tipple,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Preparation Plant,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,0,24,"54,215"
2023,4604669,Feats Loadout,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Preparation Plant,Rum Creek Coal Sales,"P.O. Box 299, Sidney, KY 41564",,Appalachia Central,0,8,"17,937"
2023,4605086,Rum Creek Preparation Plant,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Preparation Plant,"Bandmill Coal, Llc","P.O. Box 1076, Holden, WV 25625",United Mine Workers Of America,Appalachia Central,0,67,"1,61,156"
2023,4605909,Holden No 22 Preparation Plant,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Preparation Plant,Coal-Mac Llc,"1245 22 Mine Road, Holden, WV 25625",,Appalachia Central,0,15,"36,672"
2023,4605909,Holden No 22 Preparation Plant,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Preparation Plant,Coal-Mac Llc,"1245 22 Mine Road, Holden, WV 25625",,Appalachia Central,0,7,"17,257"
2023,4608249,Cub Branch Surface,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,Coal-Mac Llc,"1245 22 Mine Road, Holden, WV 25625",,Appalachia Central,"3,37,311",55,"1,48,316"
2023,4608663,Stonecoal Branch Mine No. 2,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,"5,88,329",103,"2,21,155"
2023,4608917,Eagle Creek #11,West Virginia (Southern),Logan,Permanently abandoned,Surface,Independent Producer Operator,Mine only,Coal Mac Llc.,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,"12,993",15,"8,975"
2023,4608918,Snap Creek Loadout,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Preparation Plant,Coal-Mac Llc,"1245 22 Mine Road, Holden, WV 25625",,Appalachia Central,0,4,"9,764"
2023,4608973,Wv-3 Surface Mine,West Virginia (Southern),Logan,Temporarily closed,Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"302 S. Jefferson Street, Roanoke, VA 24011",,Appalachia Central,"95,964",22,"30,940"
2023,4608984,Holden #22 Surface,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,Coal-Mac Llc,"1245 22 Mine Road, Holden, WV 25625",,Appalachia Central,"8,74,718",108,"2,84,033"
2023,4609029,Mountaineer Ii Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,Mingo Logan Coal Llc,"P.O. Box E, Sharples, WV 25183",,Appalachia Central,"10,34,656",304,"7,55,030"
2023,4609046,Cardinal Preparation Plant,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Preparation Plant,Mingo Logan Coal Llc,"P.O. Box E, Sharples, WV 25183",,Appalachia Central,0,1,"3,260"
2023,4609046,Cardinal Preparation Plant,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Preparation Plant,Mingo Logan Coal Llc,"P.O. Box E, Sharples, WV 25183",,Appalachia Central,0,26,"61,941"
2023,4609101,Toney Fork Surface Mine,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,"34,668",10,"25,203"
2023,4609174,Eagle Creek No 3,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,Coal-Mac Llc,"P.O. Box 1050, Holden, WV 25625",,Appalachia Central,"44,688",18,"37,521"
2023,4609204,Reylas Surface Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Highland Mining Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,"11,109",2,"4,830"
2023,4609219,Highwall Miner No.1,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,"2,11,836",15,"31,722"
2023,4609361,Cedar Grove #2 Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,"Aracoma Coal Company, Llc","P.O. Box 1098, Holden, WV 25625",,Appalachia Central,"1,51,757",47,"55,076"
2023,4609410,Auger #3,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"G & R Augering, Inc","P.O. Box 585, Gilbert, WV 25621",,Appalachia Central,"8,399",3,"2,372"
2023,4609495,Eagle Seam Deep Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,"3,01,726",55,"1,55,960"
2023,4609514,Muddy Bridge,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,"5,45,652",109,"2,75,933"
2023,4609537,Ram Surface Mine No. 1,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,"1,67,360",44,"1,09,116"
2023,4609541,No. 2 Gas,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,"4,41,436",101,"2,06,637"
2023,4609558,No. 4 Auger,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"G & R Augering, Inc.","P.O. Box 585, Gilbert, WV 25621",,Appalachia Central,"5,458",3,"1,409"
2023,4609560,North Fork Surface Mine,West Virginia (Southern),Logan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25632",,Appalachia Central,"12,720",4,"4,494"
2023,4609563,Eagle No 1 Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,"7,57,560",152,"3,96,338"
2023,4609564,Elklick Surface Mine,West Virginia (Southern),Logan,Active,Surface,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,"3,06,609",31,"94,384"
2023,4609574,Davy Branch Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,Aracoma Coal Company,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,"7,81,552",119,"2,98,307"
2023,4609575,Lynn Branch No. 2 Mine,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,"Aracoma Coal Company, Llc","P.O. Box 1098, Holden, WV 25625",,Appalachia Central,"12,57,296",225,"5,65,557"
2023,4609583,North Fork Winifrede Deep Mine,West Virginia (Southern),Logan,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,"1,90,080",40,"85,137"
2023,4609602,Michael Powellton  Deep Mine,West Virginia (Southern),Logan,Active,Underground,Independent Producer Operator,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,"46,357",22,"40,626"
2023,4609611,Cedar Grove Mine No 3,West Virginia (Southern),Logan,Active,Underground,Operating Subsidiary,Mine only,Aracoma Coal Company Llc,"P.O. Box 1098, Holden, WV 25625",,Appalachia Central,"4,32,037",60,"1,41,530"
2023,4609614,Crucible Deep Mine,West Virginia (Southern),Logan,Active,Underground,Independent Producer Operator,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,"2,70,631",54,"1,15,414"
2023,4609645,Middle Fork Surface,West Virginia (Southern),Logan,Active,Surface,Independent Producer Operator,Mine only,"Greenbrier Minerals, Llc","P.O. Box 446, Man, WV 25635",,Appalachia Central,"18,946",6,"5,967"
2023,4609649,Jireh,West Virginia (Southern),Logan,Active,Underground,Independent Producer Operator,Mine only,"Jet Coal Company, Inc.","799 Hwy 3459, Harlan, KY 40831",,Appalachia Central,"1,480",15,"3,047"
2023,1518890,Southeastern Auger No. 1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Southeastern Coal Inc.,"342 Chadwick Dr, Tazewell, VA 24651",,Appalachia Central,"6,469",2,635
2023,4603303,Superior Cleaning Plant,West Virginia (Southern),Mcdowell,Active,Surface,Contractor,Preparation Plant,"Superior Processing, Inc.","356 S College Ave, Bluefield, VA 24605",,Appalachia Central,0,1,"1,370"
2023,4603303,Superior Cleaning Plant,West Virginia (Southern),Mcdowell,Active,Underground,Contractor,Preparation Plant,"Superior Processing, Inc.","356 S College Ave, Bluefield, VA 24605",,Appalachia Central,0,13,"32,882"
2023,4603404,No.32,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Justice Energy Company, Inc.","302 South Jefferson, Roanoke, VA 24011",,Appalachia Central,"1,37,005",27,"42,403"
2023,4605449,Berwind Preparation Plant,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Preparation Plant,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,0,12,"33,371"
2023,4605449,Berwind Preparation Plant,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Preparation Plant,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,0,21,"56,821"
2023,4605741,Low Gap Surface Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Extra Energy, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,"25,676",3,"2,419"
2023,4606265,Sewell Mine B,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Raw Coal Mining Company, Inc.","356 South College Ave., Bluefield, VA 24605",,Appalachia Central,"57,319",29,"62,428"
2023,4607366,No 1,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Sally Ann Coal Company Inc,"P.O. Box 770, Bluefield, WV 24701",,Appalachia Central,"18,692",15,"38,857"
2023,4607852,Big Creek Washer,West Virginia (Southern),Mcdowell,Active,Surface,Contractor,Preparation Plant,Baystar Coal Company Inc,"P.O. Box 1030, Bluefield, VA 24605",,Appalachia Central,0,12,"26,374"
2023,4608647,Eckman Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Operating Subsidiary,Mine only,"Extra Energy, Inc.","640 Clover Dew Dairy Road, Princeton, Wv, WV 24740",,Appalachia Central,"2,07,080",42,"1,05,545"
2023,4608659,Mine No. 32,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Lo Down Energy, Inc.","119 Appalachian Drive, Beckley, WV 25801",,Appalachia Central,"91,661",26,"39,036"
2023,4609084,Laurel Fork Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Ramaco Resources, Llc","P.O. Box 214, Verner, WV 25650",,Appalachia Central,"1,73,335",55,"1,41,393"
2023,4609198,Caretta #3 Mine,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Rs Mining Inc,"P.O. Box 1090, Oceana, WV 24870",,Appalachia Central,"75,365",23,"44,237"
2023,4609207,Mine No 2,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,Harman Branch Mining Inc,"Hc 32 Box 588, Caretta, WV 24821",,Appalachia Central,"1,12,627",19,"44,195"
2023,4609257,Johnnycake Mine No. 1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Phillips Management Firm Llc,"P.O. Box 822, North Tazewel, VA 24630",,Appalachia Central,"16,000",12,"7,235"
2023,4609261,Mine No. 39,West Virginia (Southern),Mcdowell,Permanently abandoned,Underground,Operating Subsidiary,Mine only,"Twin State Mining, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,"3,00,544",144,"3,14,355"
2023,4609271,Mine No 3,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Ambush Mining Inc,"64 Main Caretta Rd, Caretta, WV 24892",,Appalachia Central,"29,180",8,"14,468"
2023,4609357,Eckman Plant,West Virginia (Southern),Mcdowell,Active,Surface,Operating Subsidiary,Preparation Plant,"Prime Processing, Inc.","640 Clover Dew Dairy Rd, Princeton, WV 24740",,Appalachia Central,0,29,"65,418"
2023,4609357,Eckman Plant,West Virginia (Southern),Mcdowell,Active,Underground,Operating Subsidiary,Preparation Plant,"Prime Processing, Inc.","640 Clover Dew Dairy Rd, Princeton, WV 24740",,Appalachia Central,0,51,"1,16,299"
2023,4609374,Shm #67,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Onyx Energy, Llc","3834 Westernport Rd, Westernport, MD 21562",,Appalachia Central,"33,975",14,"26,049"
2023,4609386,Quarry No 2,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Gmax Quarry, Inc.","3324 Pennsylvania Ave, Suite B, Charleston, WV 25302",,Appalachia Central,"5,426",7,"14,428"
2023,4609395,Dry Branch Surface Mine,West Virginia (Southern),Mcdowell,Active,Surface,Operating Subsidiary,Mine only,"Extra Energy, Inc.","P.O. Box 10, Bishop, VA 24604",,Appalachia Central,"4,25,050",127,"3,02,238"
2023,4609441,Switchback Loadout,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Preparation Plant,"Onyx Energy, Llc","150 Courthouse Road, Suite 302, Princeton, WV 24740",,Appalachia Central,0,3,"8,182"
2023,4609441,Switchback Loadout,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Preparation Plant,"Onyx Energy, Llc","150 Courthouse Road, Suite 302, Princeton, WV 24740",,Appalachia Central,0,1,"2,728"
2023,4609455,Sewell Mine R,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Raw Coal Mining Company, Inc.","356 South College Avenue, Bluefield, VA 24605",,Appalachia Central,"82,116",14,"38,143"
2023,4609480,Skyway Iii Mine,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Skyway Strip, Inc.","356 S. College Ave, Bluefield, VA 24605",,Appalachia Central,"20,776",12,"31,775"
2023,4609484,Newhall Surface Mine No. 2,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,Little Seam Mining Co.,"64 Main Caretta Rd, Caretta, WV 24892",,Appalachia Central,"43,409",8,"19,167"
2023,4609496,Mine No. 43,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Twin State Mining, Inc.","640 Clover Dew Dairy Road, Princeton, WV 24740",,Appalachia Central,"27,901",23,"35,000"
2023,4609505,Red Ash Mine No. 1,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Rayco, Llc","P.O. Box 770, Bluefield, WV 24701",,Appalachia Central,"12,588",5,"1,067"
2023,4609507,Edm No. 1 Mine,West Virginia (Southern),Mcdowell,Active,Underground,Independent Producer Operator,Mine only,"Raw Coal Mining Company, Inc","356 South College Avenue, Bluefield, VA 24605",,Appalachia Central,"42,144",13,"27,593"
2023,4609523,Mine No. 44,West Virginia (Southern),Mcdowell,Active,Underground,Operating Subsidiary,Mine only,"Twin State Mining, Inc.","640, Princeton, WV 24740",,Appalachia Central,"68,631",63,"1,33,496"
2023,4609533,Berwind Deep Mine,West Virginia (Southern),Mcdowell,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Ramaco Resources, Llc","P.O. Box 219, Verner, WV 25650",,Appalachia Central,"2,52,341",76,"1,80,245"
2023,4609624,Newhall Surface Mine No. 3,West Virginia (Southern),Mcdowell,Active,Surface,Independent Producer Operator,Mine only,"Skyway Strip, Inc.","P.O. Box 770, Bluefield, WV 24701",,Appalachia Central,"29,081",9,"23,777"
2023,4609628,Triad No. 2 Deep Mine,West Virginia (Southern),Mcdowell,Temporarily closed,Underground,Independent Producer Operator,Mine only,"Ramaco Resources, Llc","1000 Elk Creek Road, Verner, WV 25650",,Appalachia Central,"1,29,785",46,"93,960"
2023,4601433,Marion County Mine,West Virginia (Northern),Marion,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Marion County Coal Resources,","151 Johnny Cake Road, Metz, WV 26585",United Mine Workers Of America,Appalachia Northern,"68,39,719",530,"12,50,749"
2023,4608264,Grant Town Power Plant,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Preparation Plant,American Bituminous Power Part,"P.O. Box 159, Grant Town, WV 26574",,Appalachia Northern,0,14,"15,223"
2023,4609050,Barrackville Refuse Pile,West Virginia (Northern),Marion,Active,Surface,Independent Producer Operator,Mine only,"Lp Mineral, Llc","317 Cleveland Ave, Fairmont, WV 26554",,Appalachia Northern,"1,76,743",14,"28,664"
2023,4601436,Ohio County Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Ohio County Coal Resources, In","1107 Golden Ridge Road, Dallas, WV 26036",United Mine Workers Of America,Appalachia Northern,"64,51,629",458,"11,44,457"
2023,4601437,Marshall County Mine,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Marshall County Coal Resources,"46226 National Rd, St. Clairsvil, OH 43950",United Mine Workers Of America,Appalachia Northern,"74,12,191",836,"19,13,441"
2023,4601438,Marshall County River Loadout,West Virginia (Northern),Marshall,Active,Underground,Operating Subsidiary,Preparation Plant,Marshall County Coal Resources,"57 Goshorn Woods Road, Cameron, WV 26033",United Mine Workers Of America,Appalachia Northern,0,18,"39,818"
2023,4609311,Mine No. 1,West Virginia (Southern),Mercer,Active,Surface,Independent Producer Operator,Mine only,"Onyx Energy, Llc","150 Courthouse Road, Suite 302, Princeton, WV 24740",,Appalachia Central,"1,51,961",33,"88,605"
2023,4609556,Olan Processing Plant,West Virginia (Southern),Mercer,Active,Surface,Independent Producer Operator,Preparation Plant,"Onyx Energy, Llc","150 Courthouse Rd., Suite 302, Princeton, WV 24740",,Appalachia Central,0,18,"47,959"
2023,4609556,Olan Processing Plant,West Virginia (Southern),Mercer,Active,Underground,Independent Producer Operator,Preparation Plant,"Onyx Energy, Llc","150 Courthouse Rd., Suite 302, Princeton, WV 24740",,Appalachia Central,0,9,"23,622"
2023,4609568,Saturn Surface Mine,West Virginia (Southern),Mercer,Active,Surface,Independent Producer Operator,Mine only,"Onyx Energy, Llc","150 Courthouse Road, Suite 302, Princeton, WV 24740",,Appalachia Central,"2,18,371",43,"1,16,940"
2023,4609572,Rane Deep Mine,West Virginia (Southern),Mercer,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"Star Services, Llc","150 Court House Rd., Suite 302, Princeton, WV 24740",,Appalachia Central,"1,32,987",56,"1,30,423"
2023,1519809,Shm-71,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Virginia Blvd, Ashland, KY 41102",,Appalachia Central,"3,83,759",10,"26,652"
2023,4407313,Shm System-81,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,Mega Highwall Mining Llc,"12081 Virginia Blvd, Ashland, KY 41102",,Appalachia Central,"1,90,616",5,"11,132"
2023,4605649,Delbarton Preparation Plant,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Preparation Plant,"Pocahontas Processing, Llc","799 Hwy 3459, Harlan, KY 40831",,Appalachia Central,0,7,"18,264"
2023,4605649,Delbarton Preparation Plant,West Virginia (Southern),Mingo,Active,Underground,Independent Producer Operator,Preparation Plant,"Pocahontas Processing, Llc","799 Hwy 3459, Harlan, KY 40831",,Appalachia Central,0,7,"18,265"
2023,4607406,Gilbert Plant,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Preparation Plant,"Active Resources, Inc.","P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,0,8,"17,650"
2023,4607406,Gilbert Plant,West Virginia (Southern),Mingo,Active,Underground,Independent Producer Operator,Preparation Plant,"Active Resources, Inc.","P.O. Box 1389, Gilbert, WV 25621",,Appalachia Central,0,7,"17,650"
2023,4607545,Mine No 1,West Virginia (Southern),Mingo,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Lexington Coal Company, Llc","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,"26,269",17,"18,632"
2023,4607695,Pete's Branch Surface Mine,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,Reflectance Energy Llc,"200 George Street Suite 4, Beckley, WV 25801",,Appalachia Central,"2,33,039",40,"1,08,988"
2023,4608122,Glen Alum Plant,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Independent Producer Operator,Preparation Plant,"Ben's Creek Operations Wv, Llc","109 Capitol Street, Suite 1000, Charleston, WV 25301",,Appalachia Central,0,16,"32,155"
2023,4608122,Glen Alum Plant,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Preparation Plant,"Ben's Creek Operations Wv, Llc","109 Capitol Street, Suite 1000, Charleston, WV 25301",,Appalachia Central,0,7,"13,781"
2023,4608563,Ragland Loadout,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Preparation Plant,Coal-Mac Llc,"1245 22 Mine Road, Holden, WV 25625",,Appalachia Central,0,20,"53,561"
2023,4608626,Tug Fork Preparation Plant,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Preparation Plant,Appalachian Resource West Virg,"251 Tollage Creek, Pikeville, KY 41501",,Appalachia Central,0,9,"29,255"
2023,4608632,White Flame Surface Mine,West Virginia (Southern),Mingo,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Lexington Coal Company, Llc","P.O. Box 299, Sidney, KY 41564",,Appalachia Central,"7,395",4,"5,055"
2023,4608715,Eagle No. 1 Mine,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,"New Age Mining, Llc","P.O. Box 817, Mccarr, KY 41544",,Appalachia Central,"82,646",34,"78,136"
2023,4608930,Grapevine South Surface Mine,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Mine only,Appalachian Resource West Virg,"251 Tollage Creek, Pikeville, KY 41501",,Appalachia Central,"2,63,932",46,"1,23,633"
2023,4609075,Twin Branch No 1 Surface,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,Coal-Mac Llc.,"1245 22 Mine Road, Holden, WV 25625",,Appalachia Central,"13,21,189",145,"4,07,102"
2023,4609277,Mine No. 5,West Virginia (Southern),Mingo,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Selah Corporation,"P.O. Box 1375, Gilbert, WV 25621",,Appalachia Central,"2,39,818",6,"13,193"
2023,4609345,Remining #3,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Mine only,Appalachian Resource West Virg,"265 Hambley Blvd Suite 200, Pikeville, KY 41501",,Appalachia Central,"1,65,237",28,"80,241"
2023,4609545,Cam Highwall Miner,West Virginia (Southern),Mingo,Active,Surface,Operating Subsidiary,Mine only,Appalachian Resource West Virg,"251 Tollage Creek, Pikeville, KY 41501",,Appalachia Central,"1,30,375",6,"17,547"
2023,4609616,Ned's Branch Surface Mine,West Virginia (Southern),Mingo,Active,Surface,Independent Producer Operator,Mine only,Reflectance Energy Llc,"200 George Street Suite 4, Beckley, WV 25801",,Appalachia Central,"4,25,469",54,"1,47,041"
2023,4609632,Surface Mine 1,West Virginia (Southern),Mingo,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Ben's Creek Operations Wv, Llc","109 Capital Street Suite 100, Charleston, WV 25301",,Appalachia Central,"43,721",40,"1,21,131"
2023,103381,Hwm 58,West Virginia (Southern),Nicholas,Active,Surface,Independent Producer Operator,Mine only,"South Fork Coal Co., Llc","1295 Ashford Hill Road, Ashford, WV 25009",,Appalachia Central,"1,99,306",11,"31,157"
2023,1519868,Cv30,West Virginia (Southern),Nicholas,Active,Surface,Independent Producer Operator,Mine only,"Civil, Llc","287 Farmer's Mill Road, Harlan, KY 40831",,Appalachia Central,"5,460",2,"3,732"
2023,3609198,Bam Va Auger,West Virginia (Southern),Nicholas,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Bundy Auger Mining, Inc.","2005 Webster Road, Summersville, WV 26651",,Appalachia Central,"1,889",2,709
2023,4603202,Brooke Prep Plant,West Virginia (Southern),Nicholas,Temporarily closed,Underground,Operating Subsidiary,Preparation Plant,Quinwood Coal Company Llc,"P.O. Box 190, Leivasy, WV 26676",,Appalachia Central,0,5,"9,067"
2023,4606880,Power Mountain Processing,West Virginia (Southern),Nicholas,Active,Underground,Operating Subsidiary,Preparation Plant,Power Mountain Contura Llc,"P.O. Box 707, Summersville, WV 26651",United Mine Workers Of America,Appalachia Central,0,31,"67,407"
2023,4608787,Jerry Fork Eagle,West Virginia (Southern),Nicholas,Active,Underground,Operating Subsidiary,Mine only,Nicholas Contura Llc,"P.O. Box 707, Summersville, WV 26651",,Appalachia Central,"6,90,515",186,"4,56,580"
2023,4609052,Bam 7 Auger,West Virginia (Southern),Nicholas,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Bundy Auger Mining, Inc.","2005 Webster Road, Summersville, WV 26651",,Appalachia Central,"1,194",3,"1,862"
2023,4609111,Rolling Thunder Mine,West Virginia (Southern),Nicholas,Active,Underground,Operating Subsidiary,Mine only,"Nicholas-Contura, Llc","2644 Rd Bailey Hwy Pineville,, Brenton, WV 24818",,Appalachia Central,"1,24,979",41,"65,123"
2023,4609415,Shm 06 Highwall Miner,West Virginia (Southern),Nicholas,Active,Surface,Independent Producer Operator,Mine only,"Bundy Auger Mining,","2005 Webster Road, Summersville, WV 26651",,Appalachia Central,"59,861",5,"12,714"
2023,4609599,Quinwood No. 1 Deep Mine,West Virginia (Southern),Nicholas,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Quinwood Coal Company, Llc","P.O. Box 190, Leivasy, WV 26676",,Appalachia Central,"38,469",30,"41,719"
2023,4608864,Tunnel Ridge Mine,West Virginia (Northern),Ohio,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Tunnel Ridge, Llc","184 Schoolhouse Lane, Valley Grove, WV 26060",,Appalachia Northern,"76,64,330",479,"11,42,261"
2023,4407327,Shm #53 Miner,West Virginia (Southern),Raleigh,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Pocahontas Coal Company,"14272 Adolph Road, Mill Creek, WV 26280",,Appalachia Central,"38,365",9,"9,255"
2023,4605252,Beckley Pocahontas Mine,West Virginia (Southern),Raleigh,Active,Underground,Independent Producer Operator,Mine only,Icg Beckley Llc,"P.O. Box 49, Eccles, WV 25836",,Appalachia Central,"10,78,780",354,"8,12,859"
2023,4608374,Marfork Processing,West Virginia (Southern),Raleigh,Active,Surface,Operating Subsidiary,Preparation Plant,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,0,15,"29,021"
2023,4608374,Marfork Processing,West Virginia (Southern),Raleigh,Active,Underground,Operating Subsidiary,Preparation Plant,"Marfork Coal Company, Llc","P.O. Box 457, Whitesville, WV 25209",,Appalachia Central,0,118,"2,34,808"
